message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/game_33 |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/game_33 |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/game_33/Comments |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/game_33/Comments |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/game_33/Comments |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Order/Basket |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Order/Basket |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games/New |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games/New |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
message: Request IP: ::1 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuting |             eventProperties: 
